ADRECS_ID,ADR_ID,ADR_TERM,ADR_SYNONYMS,MEDDRA_CODE
22.04.05.030,BADD_A11062,Tonsillar erythema,Tonsillar erythema | Red tonsils | Tonsillar pillars hyperemia | Tonsillar pillars hyperaemia,10078256
22.04.07.001,BADD_A06175,Endotracheal intubation complication,Anaesthesia intubation complication | Difficulty with inflation | Difficulty with intubation | Intubation difficult | Anesthesia intubation complication | Endotracheal intubation complication | Intubation complication | Unintended unilateral bronchial intubation | Unintended endotracheal extubation | Endotracheal tube cuff leak | Endotracheal tube cuff herniation | Endotracheal tube disconnection | Endotracheal tube obstruction | Reflux into endotracheal tube,10063349
23.03.03.077,BADD_A01358,Dysaesthesia,"Dysaesthesia | Dysesthesia thigh | Dysesthesia extremity | Dysaesthesia NEC | Dysaesthesia extremity | Dysaesthesia thigh | Dysesthesia | Cheiro-oral syndrome | Zonesthesia | Zonaesthesia | Dysaesthesia of upper extremity | Dysesthesia of upper extremity | Dysesthesia of lower extremity | Dysaesthesia of lower extremity | Skin dysaesthesia | Skin dysesthesia | Paresthesia | Paresthesias | Dysesthesias | Paresthesia, Painful | Painful Paresthesia | Painful Paresthesias | Paresthesias, Painful | Paresthesia, Distal | Distal Paresthesia | Distal Paresthesias | Paresthesias, Distal | Formication | Formications",10013886
23.03.03.079,BADD_A10019,Hemihypoaesthesia,Hemihypoaesthesia | Hemihypoesthesia | Hemihypesthesia | Hemihypaesthesia,10077193
23.03.03.080,BADD_A02107,Hyperaesthesia,"Hyperaesthesia | Hyperaesthesia skin | Hyperaesthesia symmetric of limbs | Hyperalgesia | Hyperasthesia | Hyperesthesia | Hyperesthesia skin | Hypersensation skin | Increased skin sensitivity | Touch sensitivity increased | Nipple hyperesthesia | Nipple hyperaesthesia | Hyperesthesia symmetric of limbs | Hyperaesthesia of feet | Hyperesthesia of feet | Scalp hyperaesthesia | Scalp hyperesthesia | Periorbital hyperaesthesia | Periorbital hyperesthesia | Hyperalgesias | Hyperalgesic Sensations | Hyperalgesia, Primary | Hyperalgesias, Primary | Hyperalgesia, Secondary | Hyperalgesias, Secondary | Mechanical Allodynia | Allodynias, Mechanical | Hyperalgesia, Mechanical | Hyperalgesias, Mechanical | Mechanical Hyperalgesia | Allodynia, Mechanical | Tactile Allodynia | Allodynias, Tactile | Hyperalgesia, Tactile | Hyperalgesias, Tactile | Allodynia, Tactile | Allodynia | Hyperalgesia, Thermal | Hyperalgesias, Thermal | Thermal Hyperalgesia | Thermal Allodynia | Allodynia, Thermal | Allodynias, Thermal",10020568
23.03.03.081,BADD_A02176,Hypoaesthesia,"Body numbness | Hypalgesia | Hypesthesia | Hypoaesthesia | Hypoalgesia | Hypoesthesia | Hypoesthesia of gloves-socks type | Localised numbness | Numbness | Numbness along 7th cranial nerve | Numbness along L 7th cranial nerve | Numbness facial | Numbness generalized | Numbness in back of head | Numbness in face | Numbness in fingers | Numbness in hands, forearms, elbows | Numbness in leg | Numbness in shoulder | Numbness localised | Numbness localized | Numbness of fingers | Numbness of head | Numbness of limbs | Numbness of limbs-trunk | Numbness of lower extremities | Numbness of upper arm | Numbness of upper extremities | Scalp numbness | Tactile sense reduced | Numbness of extremities | Numbness in hand | Numbness in toes | Numbness in feet | Hypoaesthesia facial | Hypaesthesia | Numbness generalised | Neck numbness | Nipple hypoesthesia | Nipple hypoaesthesia | Buttock numbness | Skin hypoaesthesia | Skin hypoesthesia | Periorbital hypoaesthesia | Periorbital hypoesthesia | Jaw numbness | Hypoesthesia facial | Ear numbness | Hypesthesias | Hypoesthesias | Reduced Sensation | Reduced Sensations | Sensation, Reduced | Sensations, Reduced | Hypesthesia, Tactile | Hypesthesias, Tactile | Tactile Hypesthesia | Tactile Hypesthesias | Impaired Sensation | Impaired Sensations | Sensation, Impaired | Sensations, Impaired | Hypesthesia, Thermal | Hypesthesias, Thermal | Thermal Hypesthesia | Thermal Hypesthesias",10020937
23.03.03.094,BADD_A03292,Paraesthesia,"Abnormal touch sensation | Acroparaesthesia | Disturbance of skin sensation | Drawing neck | Facial paraesthesia | Paraesthesia | Paraesthesia distal | Paraesthesia generalised | Paraesthesia NEC | Paraesthesia of fingers | Paraesthesia of limbs | Paraesthesia skin | Parasthesia | Parasthesiae distal | Parasthesiae skin | Paresthesia | Paresthesia distal | Paresthesia skin | Pins and needles | Pricking skin sensation | Prickling of hand | Tingling | Tingling feet/hands | Tingling sensation | Tingling skin | Paraesthesia of scalp | Paraesthesia hand | Paraesthesia foot | Paraesthesia upper limb | Paraesthesia lower limb | Paresthesia foot | Paresthesia generalized | Paresthesia hand | Paresthesia lower limb | Paresthesia of fingers | Paresthesia of limbs | Paresthesia of scalp | Paresthesia upper limb | Facial paresthesia | Acroparesthesia | Tingling of extremity | Localized tingling | Localised tingling | Paraesthesia aggravated | Paresthesia aggravated | Ascending paraesthesia | Ascending paresthesia | Brachialgia statica paresthetica | Brachialgia statica paraesthetica | Periorbital paraesthesia | Periorbital paresthesia | Paresthesias | Dysesthesia | Dysesthesias | Paresthesia, Painful | Painful Paresthesia | Painful Paresthesias | Paresthesias, Painful | Paresthesia, Distal | Distal Paresthesia | Distal Paresthesias | Paresthesias, Distal | Formication | Formications",10033775
23.03.05.009,BADD_A03260,Palmar-plantar erythrodysaesthesia syndrome,Hand and foot syndrome | Hand-and-foot syndrome | Palmar-plantar erythrodysaesth. | Palmar-plantar erythrodysaesthesia syndrome | Hand and foot syndrome secondary to chemotherapy | Palmar-plantar erythrodysesthesia syndrome | Palmar-plantar erythema | Hand and foot skin reaction | Acral erythema | Genital erythrodysesthesia | Genital erythrodysaesthesia,10033553
23.03.06.001,BADD_A01535,Erythema,Erythema | Erythema auricular | Erythema circumocular-blepharal | Erythema diffuse | Erythema facial | Erythema NOS | Erythema oedematous | Erythematous conditions | Face red | Localized erythema | Lower legs erythematous | Other specified erythematous condition | Other specified erythematous conditions | Red face | Red neck | Redness | Redness facial | Redness generalised | Redness generalized | Redness of external ear | Redness of face | Redness of legs | Redness of nares | Skin erythema | Skin hyperaemia | Skin hyperemia | Skin red | Unspecified erythematous condition | Erythema periorbital | Redness in breast | Generalised erythema | Erythema ear | Erythema edematous | Infiltrative erythema | Generalized erythema | Localised erythema | Periungual erythema | Scalp redness | Erythema of extremities | Red hands | Erythemas,10015150
23.03.06.006,BADD_A01542,Erythema of eyelid,Erythema of eyelid | Redness of eyelid | Hyperaemia eyelid | Hyperemia eyelid | Erythema eyelid | Eyelid margin hyperaemia | Eyelid margin hyperemia,10015237
23.03.06.015,BADD_A02328,Injection site erythema,Injection site erythema | Injection site redness | Injection site vascular redness | Injection site hyperaemia | Injection site hyperemia,10022061
23.03.06.017,BADD_A06606,Vulvovaginal erythema,Labium majus pudendi redness | Vulval erythema | Vaginal erythema | Vulvovaginal erythema | Vulvovaginal hyperemia | Vulvovaginal hyperaemia | Vaginal redness | Vulval redness,10070437
24.03.02.002,BADD_A02106,Hyperaemia,"Hyperaemia | Hyperemia | Hyperemias | Active Hyperemia | Hyperemia, Active | Arterial Hyperemia | Hyperemia, Arterial | Venous Engorgement | Engorgement, Venous | Venous Congestion | Congestion, Venous | Passive Hyperemia | Hyperemia, Passive | Reactive Hyperemia | Hyperemia, Reactive | Hyperemias, Reactive | Reactive Hyperemias",10020565
24.03.02.018,BADD_A05377,Arteriovenous fistula site complication,Arteriovenous fistula site complication | Arteriovenous fistula site edema | Arteriovenous fistula site erythema | Arteriovenous fistula site inflammation | Arteriovenous fistula site pain | Arteriovenous fistula site pruritus | Arteriovenous fistula site rash | Arteriovenous fistula site stenosis | Arteriovenous fistula site urticaria | Drainage from arteriovenous fistula | Discharge from arteriovenous | Arteriovenous fistula site oedema | Arteriovenous fistula site hypoesthesia | Arteriovenous fistula site hypoaesthesia | Arteriovenous fistula site extravasation | Arteriovenous fistula site erosion,10055122
24.08.02.005,BADD_A02105,Hyperadrenocorticism,"Adrenal cortex activity increased | Adrenal cortex hyperfunction | Adrenal hypercorticism | Hyperadrenalcorticalism | Hyperadrenocorticalism | Hyperadrenocorticism | Hypercorticism adrenal | Hypercorticoidism | Hypercortisolism | Hypercortisonism | Other corticoadrenal overactivity | Hypercortisolaemia | Hypercortisolemia | Adrenocortical Hyperfunction | Hyperfunction, Adrenocortical | Hypercorticism | Adrenal Gland Hyperfunction | Hyperfunction, Adrenal Gland | Hyperadrenalism",10020564
24.08.04.003,BADD_A07296,Hyperadrenalism,"Hyperadrenalism | Adrenocortical Hyperfunction | Hyperfunction, Adrenocortical | Hypercorticism | Hyperadrenocorticism | Adrenal Gland Hyperfunction | Hyperfunction, Adrenal Gland",10020562
24.08.04.005,BADD_A07297,Hyperaldosteronism,"Aldosteronism | Aldosteronism NOS | Hyperaldosteronism | Hyperaldosteronemia | Hyperaldosteronaemia | Conn Syndrome | Syndrome, Conn | Primary Hyperaldosteronism | Hyperaldosteronism, Primary | Conn's Syndrome | Conns Syndrome | Syndrome, Conn's",10020571
24.08.04.006,BADD_A07599,Primary hyperaldosteronism,"Conn's syndrome | Primary hyperaldosteronism | Hyperaldosteronism | Aldosteronism | Conn Syndrome | Syndrome, Conn | Primary Hyperaldosteronism | Hyperaldosteronism, Primary | Conn's Syndrome | Conns Syndrome | Syndrome, Conn's",10036692
24.08.04.010,BADD_A10786,Pseudoaldosteronism,"Pseudo aldosteronism | Pseudoaldosteronism | Pseudohyperaldosteronism | Liddle Syndrome | Syndrome, Liddle",10037113
25.01.03,BADD_A00192,Anaesthesia and allied procedures,Not Available,10002092
25.01.03.001,BADD_A04121,Spinal anaesthesia,"Spinal anaesthesia | Spinal anaesthesia (all forms) | Spinal anesthesia | Total spinal block | Spinal analgesia | Anesthesia, Spinal | Anesthesias, Spinal | Spinal Anesthesia | Spinal Anesthesias",10041536
25.01.03.003,BADD_A02533,Light anaesthesia,Light anaesthesia | Monitored anesthesia care sedation | Light anesthesia | Monitored anaesthesia care sedation,10024458
25.01.03.004,BADD_A01520,Epidural anaesthesia,"Epidural anaesthesia | Epidural anesthesia | Anesthesia, Epidural | Anesthesia, Peridural | Anesthesias, Peridural | Peridural Anesthesia | Peridural Anesthesias | Anesthesia, Extradural | Anesthesias, Extradural | Extradural Anesthesia | Extradural Anesthesias | Epidural Anesthesia | Anesthesias, Epidural | Epidural Anesthesias",10015011
25.01.04,BADD_A00210,Analgesia supportive care,Not Available,10002185
25.01.04.001,BADD_A05261,Analgesic therapy,Analgesia | Pain relief | Analgesic effect | Analgesic therapy | Analgesias,10053469

VERDICT,value
source_file,adrecs_ADR_ontology_v3.3.xlsx
source_url,https://www.bio-add.org/ADReCS/download/v3.3/ADR_ontology_v3.3.xlsx
rows_in_ontology,15317
terms_matching_concept_family,233
entries_named_HYPERALG*,0
entries_carrying_hyperalgesia_as_synonym,6
distinct_carriers_of_hyperalgesia_as_synonym,3
entries_carrying_a_MedDRA_code,233
CARRIER_ENTRY,APPLICATION SITE HYPERAESTHESIA,10050100
CARRIER_ENTRY,APPLICATION SITE HYPERAESTHESIA,10050100
CARRIER_ENTRY,HYPERAESTHESIA,10020568
CARRIER_ENTRY,APPLICATION SITE HYPERAESTHESIA,10050100
CARRIER_ENTRY,ALLODYNIA,10053552
CARRIER_ENTRY,HYPERAESTHESIA,10020568
DISTINCT_CARRIER,ALLODYNIA,10053552
DISTINCT_CARRIER,APPLICATION SITE HYPERAESTHESIA,10050100
DISTINCT_CARRIER,HYPERAESTHESIA,10020568

DECLARED_EXTERNAL_PROXIES,value,source_url,accessed
cochrane_meddra_code_for_Hyperalgesia,10020573,https://data.cochrane.org/concepts/r4hp39n833dx,18/09/2026
cochrane_meddra_code_for_parent_PT_HYPERAESTHESIA,10020568,https://data.cochrane.org/concepts/r4hp39n833dx,18/09/2026
mesh_descriptor_for_Hyperalgesia,D006930,https://meshb.nlm.nih.gov/record/ui?ui=D006930,18/09/2026
mesh_descriptor_for_Hyperesthesia,D006941,https://meshb.nlm.nih.gov/record/ui?ui=D006941,18/09/2026
